transformant id	construct id	library	cg number	on targets 	off targets	s19	can repeats	viability	chromosome nr	status	fb numbers	synonyms
45116	7307	GD	CG11454	1	2	0.99	6	viable	3	available	FBgn0031224	cg11454
45118	7307	GD	CG11454	1	2	0.99	6	viable	2	available	FBgn0031224	cg11454
45120	7323	GD	CG11533	1	0	1	2	viable	2	available	FBgn0039908	"Asator
CKI-like
CK I"
45121	7323	GD	CG11533	1	0	1	2	viable	3	available	FBgn0039908	"CK I
CKI-like
Asator"
45123	10151	GD	CG42814	1	0	1	2	viable	2	available	"FBgn0261996
FBgn0051063
FBgn0039496"	"CG31063
CG6001"
45127	10516	GD	CG4268	1	0	1	6	viable	3	available	"FBgn0013968
FBgn0016696"	"Gta
pitslre
Gat-like
Pitslre
group 3
Gat
Galactosyltransferase-associated kinase-like
PITSLRE kinase
PITSLRE
cdk11"
45129	10867	GD	CG32369	1	2	0.98	2	lethal	3	available	"FBgn0052369
FBgn0035818
FBgn0035819"	"CG7388
CG13684"
45130	10969	GD	CG3434	1	0	1	2	viable	3	available	FBgn0036000	
45133	11060	GD	CG32809	1	30	0.87	5	lethal	2	available	"FBgn0023531
FBgn0025386
FBgn0052809
FBgn0025379"	"EG:73D1.1
EG:9D2.2
CG3783
CG3737
EG:171E4.3
CG3791"
45134	11133	GD	CGnone	0	24	0	2	lethal	2	available		
45135	11133	GD	CGnone	0	24	0	2	viable	2	available		
45138	11134	GD	CG33336	1	1	1	3	viable	3	available	"FBgn0039044
FBgn0051325
FBgn0053336"	"D-p53
dp53
DmP53
p53
Dm-P53
CG10873
Dmp53
prac
p53-like regulator of apoptosis and cell cycle
CG31325
Dp53
Drosophila p53
dmp53"
45139	11134	GD	CG33336	1	1	1	3	viable	2	available	"FBgn0053336
FBgn0039044
FBgn0051325"	"Drosophila p53
D-p53
Dp53
dp53
Dm-P53
DmP53
Dmp53
dmp53
CG31325
CG10873
prac
p53-like regulator of apoptosis and cell cycle
p53"
45141	11468	GD	CG4911	1	0	1	3	sterile	3	available	FBgn0035959	
45142	11474	GD	CG4925	1	2	0.99	3	viable	1	available	FBgn0036614	
45148	15784	GD	CG43132	1	0	1	2	lethal	3	available	FBgn0262606	
45151	3084	GD	CG43122	1	456	0.11	9	lethal	2	available	"FBgn0038780
FBgn0262582
FBgn0038782
FBgn0010023
FBgn0028386"	"CG5060
CG5067
cic
Cic
Enhancer of Delta D49
capicua
Capicua
fettucine
fet
E(Dl)D49"
45152	3084	GD	CG43122	1	456	0.11	9	viable	3	available	"FBgn0028386
FBgn0262582
FBgn0038782
FBgn0038780
FBgn0010023"	"E(Dl)D49
fettucine
CG5060
Capicua
CG5067
cic
Cic
Enhancer of Delta D49
capicua
fet"
45153	3084	GD	CG43122	1	456	0.11	9	viable	3	available	"FBgn0028386
FBgn0038782
FBgn0038780
FBgn0010023
FBgn0262582"	"Enhancer of Delta D49
cic
E(Dl)D49
fettucine
CG5067
capicua
Capicua
CG5060
Cic
fet"
45154	3084	GD	CG43122	1	456	0.11	9	lethal	2	available	"FBgn0038780
FBgn0038782
FBgn0262582
FBgn0028386
FBgn0010023"	"Capicua
CG5060
CG5067
cic
E(Dl)D49
Enhancer of Delta D49
fettucine
fet
Cic
capicua"
45155	3098	GD	CG5862	1	3	0.98	2	sterile	3	available	FBgn0038868	
45160	3206	GD	CG9659	1	0	1	3	viable	2	available	FBgn0001404	"zw-4
l(1)3Ae
l(1)zw4
zw4
EG:BACR25B3.8
egghead
ZW-4
egh
zeste-white 4"
45161	3206	GD	CG9659	1	0	1	3	viable	3	available	FBgn0001404	"egh
l(1)3Ae
l(1)zw4
zeste-white 4
EG:BACR25B3.8
egghead
zw-4
zw4
ZW-4"
45163	3172	GD	CG5254	1	0	1	2	viable	2	available	"FBgn0040383
FBgn0029533"	"EG:BACR19J1.2
CT16777"
45164	3172	GD	CG5254	1	0	1	2	lethal	2	temporary unavailable	"FBgn0040383
FBgn0029533"	"EG:BACR19J1.2
CT16777"
45165	3178	GD	CG32815	1	74	0.77	6	viable	3	temporary unavailable	"FBgn0052815
FBgn0042153
FBgn0029544"	"CG16994
CG18830"
45166	3276	GD	CG42593	1	0	1	2	viable	2	available	"FBgn0260970
FBgn0029983
FBgn0029985"	"CG1531
CG1530"
45167	3289	GD	CG12664	1	1	1	2	viable	3	available	"FBgn0030090
FBgn0062929"	"LD14
Forked end
Dromel_CG12664_FBtr0071349_ld14_mORF
ld14
forked end
fend
BcDNA:RH56795"
45168	3289	GD	CG12664	1	1	1	2	viable	2	temporary unavailable	"FBgn0030090
FBgn0062929"	"fend
BcDNA:RH56795
Dromel_CG12664_FBtr0071349_ld14_mORF
ld14
LD14
forked end
Forked end"
45169	3289	GD	CG12664	1	1	1	2	viable	3	temporary unavailable	"FBgn0062929
FBgn0030090"	"LD14
BcDNA:RH56795
Dromel_CG12664_FBtr0071349_ld14_mORF
fend
forked end
ld14
Forked end"
45171	3290	GD	CG9022	1	0	1	3	viable	2	available	"FBgn0014868
FBgn0026008"	"anon-EST:Liang-1.11
Oligosaccharyltransferase 48kD subunit
OST48
oligosaccaryltransferase 48kDa subunit
DmOST50
Ots48
Ost48
DrOST
ost48
OST48/WBP1
clone 1.11"
45172	3290	GD	CG9022	1	0	1	3	viable	2	available	"FBgn0026008
FBgn0014868"	"OST48
clone 1.11
ost48
Oligosaccharyltransferase 48kD subunit
Ost48
anon-EST:Liang-1.11
oligosaccaryltransferase 48kDa subunit
DrOST
DmOST50
OST48/WBP1
Ots48"
45173	3290	GD	CG9022	1	0	1	3	sterile	2	available	"FBgn0014868
FBgn0026008"	"ost48
Ots48
oligosaccaryltransferase 48kDa subunit
Oligosaccharyltransferase 48kD subunit
clone 1.11
DrOST
anon-EST:Liang-1.11
Ost48
OST48/WBP1
OST48
DmOST50"
45174	3303	GD	CG1683	1	1	0.99	3	sterile	2	available	"FBgn0064129
FBgn0025111
FBgn0028338
FBgn0040166
FBgn0027300"	"l(1)G0126
Adenine nucleotide translocase 2
ADP/ATP translocase 2
Ant2
ANT2
ADP/ATP translocase
l(1)G0247
l(1)G0386"
45176	3303	GD	CG1683	1	1	0.99	3	viable	2	available	"FBgn0028338
FBgn0064129
FBgn0040166
FBgn0025111
FBgn0027300"	"ANT2
Adenine nucleotide translocase 2
l(1)G0247
l(1)G0126
l(1)G0386
ADP/ATP translocase
ADP/ATP translocase 2
Ant2"
45177	3303	GD	CG1683	1	1	0.99	3	viable	2	available	"FBgn0064129
FBgn0025111
FBgn0027300
FBgn0028338
FBgn0040166"	"ANT2
l(1)G0247
Adenine nucleotide translocase 2
l(1)G0126
l(1)G0386
ADP/ATP translocase 2
Ant2
ADP/ATP translocase"
45178	3355	GD	CG9413	1	0	1	4	viable	3	available	FBgn0030574	
45180	3355	GD	CG9413	1	0	1	4	viable	3	available	FBgn0030574	
45182	3382	GD	CG9066	1	0	1	2	viable	2	available	FBgn0030703	"dm_MSBP
Membrane steroid binding protein
MSBP
membrane steroid binding protein"
45183	3382	GD	CG9066	1	0	1	2	lethal	2	available	FBgn0030703	"dm_MSBP
MSBP
Membrane steroid binding protein
membrane steroid binding protein"
45184	3382	GD	CG9066	1	0	1	2	lethal	3	available	FBgn0030703	"Membrane steroid binding protein
membrane steroid binding protein
MSBP
dm_MSBP"
45185	3382	GD	CG9066	1	0	1	2	viable	3	available	FBgn0030703	"membrane steroid binding protein
dm_MSBP
MSBP
Membrane steroid binding protein"
45186	3399	GD	CG13004	1	0	1	3	viable	1	available	FBgn0030797	
45187	3399	GD	CG13004	1	0	1	3	viable	3	available	FBgn0030797	
45188	3405	GD	CG16700	1	0	1	2	lethal	3	available	FBgn0030816	
45190	3466	GD	CG12317	1	1	1	2	viable	3	available	"FBgn0028425
FBgn0032403"	"JhI-21
Jhl-21"
45191	3466	GD	CG12317	1	1	1	2	viable	3	available	"FBgn0032403
FBgn0028425"	"JhI-21
Jhl-21"
45192	3466	GD	CG12317	1	1	1	2	viable	3	available	"FBgn0028425
FBgn0032403"	"JhI-21
Jhl-21"
45193	3466	GD	CG12317	1	1	1	2	viable	3	available	"FBgn0032403
FBgn0028425"	"JhI-21
Jhl-21"
45194	3484	GD	CG8708	1	1	1	3	viable	2	available	"FBgn0044522
FBgn0044769
FBgn0033271"	"anon-WO0144478.10
anon-WO0140519.114"
45198	3555	GD	CG5076	1	0	1	2	lethal	3	available	FBgn0011589	"elk
eag-like K[+] channel"
45199	3555	GD	CG5076	1	0	1	2	sterile	3	available	FBgn0011589	"eag-like K[+] channel
elk"
45202	3691	GD	CG34331	1	0	1	2	lethal	3	available	FBgn0085360	
45203	3691	GD	CG34331	1	0	1	2	viable	2	available	FBgn0085360	
45204	3691	GD	CG34331	1	0	1	2	viable	3	available	FBgn0085360	
45205	3691	GD	CG34331	1	0	1	2	sterile	2	available	FBgn0085360	
45206	3699	GD	CGnone	0	0	1	6	viable	2	available		
45207	3699	GD	CGnone	0	0	1	6	lethal	2	available		
45208	3744	GD	CG10257	1	0	1	2	viable	3	available	"FBgn0033985
FBgn0062429"	BcDNA:RH51312
45210	3744	GD	CG10257	1	0	1	2	sterile	3	available	"FBgn0062429
FBgn0033985"	BcDNA:RH51312
45211	3797	GD	CG17680	1	3	0.98	4	viable	3	available	"FBgn0034303
FBgn0062440"	BcDNA:RE55001
45215	3813	GD	CG11362	1	0	1	2	viable	2	available	FBgn0034737	
45216	3813	GD	CG11362	1	0	1	2	viable	2	available	FBgn0034737	
45217	3813	GD	CG11362	1	0	1	2	viable	3	available	FBgn0034737	
45218	3987	GD	CG14049	1	0	1	2	viable	3	temporary unavailable	"FBgn0029612
FBgn0044047"	"insulin-like peptide
Dilp
DILP6
DILP
dilp
Drosophila insulin-like peptide 6
Dilp 6
Insulin-like peptide 6
dilp6
dilp-6
insulin-like peptide 6
dILP6
Ilp
Ilp-6
Ilp6"
45219	4011	GD	CG15201	1	0	1	4	viable	2	available	"FBgn0047048
FBgn0030272"	"BcDNA:RH06304
DIGF-5"
45224	4569	GD	CG9148	1	0	1	2	sterile	3	available	"FBgn0025682
FBgn0025546"	"scf
DNA supercoiling factor
DCB-45
BEST:CK02682
SCF
anon-EST:Posey14
CK02682
supercoiling factor"
45226	4631	GD	CG31523	1	1	0.99	2	viable	1	available	"FBgn0037253
FBgn0051523"	CG9798
45227	4703	GD	CG3204	1	2	0.98	2	viable	3	available	FBgn0025806	"Rap21
Rap2l
Rap2L
Rap2
Ras-associated protein 2-like
Dm Rap21"
45228	4703	GD	CG3204	1	2	0.98	2	viable	2	available	FBgn0025806	"Dm Rap21
Ras-associated protein 2-like
Rap2L
Rap2l
Rap21
Rap2"
45230	4703	GD	CG3204	1	2	0.98	2	viable	3	available	FBgn0025806	"Dm Rap21
Ras-associated protein 2-like
Rap2l
Rap2L
Rap21
Rap2"
45231	4742	GD	CG10699	1	0	1	2	viable	2	available	"FBgn0002023
FBgn0032756"	"CG15174
lim3
lethal(2)37Bd
Lim3
Lim-3A
l(2)37Bd
l(2)Bd"
45232	4757	GD	CG4821	1	25	0.8	7	viable	2	available	"FBgn0035962
FBgn0025714
FBgn0029083
FBgn0035961
FBgn0026292
FBgn0043819
FBgn0035963
FBgn0023479"	"Teq
BEST:CK00198
teq
CG18403
BEST:GH18038
CK00198
anon-EST:ParkEST161
CG4948
tequila
Tequila
CG18153
SP72
graal"
45237	4808	GD	CG8401	1	0	1	4	viable	3	available	FBgn0034069	
45239	4826	GD	CG1221	1	0	1	2	viable	3	available	"FBgn0027111
FBgn0027731"	"miple
anon-EST:Posey203
Miple
miple1"
45241	4826	GD	CG1221	1	0	1	2	viable	2	available	"FBgn0027111
FBgn0027731"	"miple1
anon-EST:Posey203
miple
Miple"
45242	4826	GD	CG1221	1	0	1	2	lethal	3	available	"FBgn0027731
FBgn0027111"	"Miple
miple1
anon-EST:Posey203
miple"
45243	15784	GD	CG43132	1	0	1	2	viable	2	available	FBgn0262606	
45246	10151	GD	CG42814	1	0	1	2	viable	2	available	"FBgn0039496
FBgn0051063
FBgn0261996"	"CG6001
CG31063"
45248	11553	GD	CG5148	1	0	1	3	viable	3	available	FBgn0038478	"chromosome alignment defect 1
cal1
CAL1
CLD2
Cal1"
45249	11553	GD	CG5148	1	0	1	3	lethal	3	available	FBgn0038478	"cal1
Cal1
chromosome alignment defect 1
CAL1
CLD2"
45252	12658	GD	CG12919	1	1	0.99	3	viable	3	available	"FBgn0064801
FBgn0033483
FBgn0062838"	"Ect1
egr
Egr
dt1
eiger
regg1
Regg1
Eiger
darth
Drosophila aspartate rich TNF homolog
tumor necrosis factor family member DT1
BcDNA:RH51659"
45253	12658	GD	CG12919	1	1	0.99	3	viable	3	available	"FBgn0064801
FBgn0033483
FBgn0062838"	"regg1
Regg1
Eiger
dt1
Ect1
eiger
egr
Egr
darth
tumor necrosis factor family member DT1
Drosophila aspartate rich TNF homolog
BcDNA:RH51659"
45254	13619	GD	CG7336	1	0	1	2	viable	3	available	FBgn0004594	"Gene VI
eig71Eg
VI
Eig71Eg
Ecdysone-induced gene 71Eg
L71-6
71E-Gene-VI
gene-VI
gene VI
L71"
45257	13864	GD	CG8260	1	0	1	2	viable	1	available	FBgn0030684	
45259	13906	GD	CG8368	1	1	1	2	viable	3	available	FBgn0035707	RNase H-like
45261	4571	GD	CG11265	1	0	1	3	viable	2	available	FBgn0030049	"Trf4-1
DmTRF4-1
AAF46390"
45262	4798	GD	CGnone	0	0	0.99	2	viable	2	available		
45264	6351	GD	CG9726	1	0	1	2	lethal	2	available	"FBgn0026190
FBgn0015713"	"alpha subunit
DM59D7T
59D7T
prolyl-4-hydroxylase-alpha
prolyl-4-hydroxylase-alpha MP
PH4alphaMP
ESTS:59D7T"
45265	8165	GD	CG13913	1	1	0.99	3	viable	2	available	"FBgn0260963
FBgn0002912
FBgn0035190"	"multiple wing hairs
multiple Wing Hairs
multiple-wing-hairs
multiple wing hair
mwh"
45266	14497	GD	CG6808	1	0	1	2	lethal	2	available	FBgn0037921	CG31372
45267	12893	GD	CG40351	1	0	1	3	sterile	3	available	"FBgn0040022
FBgn0040021"	"aaf45425 Dm
CG17396
CG17395"
45271	821	GD	CG4259	1	0	1	3	viable	2	available	FBgn0031389	SPH173
45274	1460	GD	CG9786	1	2	0.99	3	lethal	2	available	"FBgn0001180
FBgn0015224"	"HB
Hunchback
hb
hbHLH
R-pbx
Rg-pbx
Rg-bx
l(3)85Ah
HUNCHBACK
Hb
hunchback
Regulator-of-postbithorax"
45275	2142	GD	CG6437	1	0	1	3	viable	2	temporary unavailable	"FBgn0067102
FBgn0034690"	"DGlcT-1
ceramide glucosyltransferase
GlcT-1"
45276	10371	GD	CG31803	1	2	0.99	2	viable	3	available	"FBgn0051803
FBgn0063701"	BcDNA:AT29119
45277	10371	GD	CG31803	1	2	0.99	2	viable	3	available	"FBgn0051803
FBgn0063701"	BcDNA:AT29119
45278	10472	GD	CG3689	1	0	1	3	viable	2	available	FBgn0035987	
45280	10472	GD	CG3689	1	0	1	3	sterile	2	available	FBgn0035987	
45281	10472	GD	CG3689	1	0	1	3	viable	3	available	FBgn0035987	
45282	10495	GD	CG3717	1	1	1	2	viable	3	available	"FBgn0013432
FBgn0045295
FBgn0047082"	"EG:87B1.6
bcn92
BcDNA:RE57896
NEST:bs15a04"
45283	10495	GD	CG3717	1	1	1	2	viable	3	available	"FBgn0013432
FBgn0047082
FBgn0045295"	"EG:87B1.6
NEST:bs15a04
bcn92
BcDNA:RE57896"
45284	10495	GD	CG3717	1	1	1	2	viable	3	available	"FBgn0045295
FBgn0013432
FBgn0047082"	"NEST:bs15a04
BcDNA:RE57896
EG:87B1.6
bcn92"
45285	10666	GD	CG7213	1	0	1	3	viable	3	available	FBgn0035861	
45287	10666	GD	CG7213	1	0	1	3	viable	3	available	FBgn0035861	
45289	4873	GD	CG13061	1	30	0.71	3	viable	3	available	"FBgn0042201
FBgn0062957
FBgn0036604"	"VVIamide peptide
Neuropeptide-like precursor 3
BcDNA:RH16169
Nplp3
CG18502
NPLP3
SHA peptide
neuropeptide-like precursor 3"
45290	4884	GD	CG31931	1	0	1	2	sterile	2	available	"FBgn0045491
FBgn0051931
FBgn0045500"	"Gustatory receptor 2940.4
Gustatory receptor 22b
Gr2940.4
Gr22b
Gr22bP
CR31931"
45291	4884	GD	CG31931	1	0	1	2	lethal	2	available	"FBgn0051931
FBgn0045500
FBgn0045491"	"Gr22b
Gr22bP
Gr2940.4
Gustatory receptor 22b
Gustatory receptor 2940.4
CR31931"
45292	4884	GD	CG31931	1	0	1	2	viable	2	available	"FBgn0051931
FBgn0045491
FBgn0045500"	"Gr22b
CR31931
Gustatory receptor 2940.4
Gustatory receptor 22b
Gr2940.4
Gr22bP"
45294	4923	GD	CG2958	1	2	0.99	2	viable	3	available	"FBgn0040102
FBgn0031588"	"lectin-24Db
Lectin24Db
AC004371a
AC 004371A
lectin"
45295	5147	GD	CG18811	1	0	1	4	viable	2	available	"FBgn0062143
FBgn0046032
FBgn0042134"	"dFAP
dFMRP-associated protein
anon-WO0118547.253
Capr
NEST:bs19b07
Caprin"
45296	5161	GD	CG43073	1	440	0.16	6	viable	3	available	"FBgn0038333
FBgn0051302
FBgn0038336
FBgn0262483
FBgn0038335"	"CG14867
CG5143
CG5152
CG31302"
45299	5187	GD	CG5669	1	0	1	3	viable	3	available	FBgn0039169	"Spps
Sp1-like factor for pairing sensitive-silencing
Sp1-like factor for Pairing Sensitive-silencing"
45300	5187	GD	CG5669	1	0	1	3	viable	2	available	FBgn0039169	"Sp1-like factor for Pairing Sensitive-silencing
Spps
Sp1-like factor for pairing sensitive-silencing"
45301	5187	GD	CG5669	1	0	1	3	viable	1	available	FBgn0039169	"Sp1-like factor for pairing sensitive-silencing
Sp1-like factor for Pairing Sensitive-silencing
Spps"
45302	5225	GD	CG11734	1	0	1	3	viable	2	available	FBgn0031107	HERC2
45303	5225	GD	CG11734	1	0	1	3	viable	3	available	FBgn0031107	HERC2
45304	5267	GD	CG15909	1	0	1	2	viable	2	available	FBgn0033090	
45309	5357	GD	CG12375	1	0	1	2	viable	2	temporary unavailable	FBgn0031987	
45310	5368	GD	CG33302	1	0	1	3	viable	3	available	"FBgn0053302
FBgn0032177"	"CG4791
Cuticular protein 31A
Cpr31A
CG4791-PB"
45311	5368	GD	CG33302	1	0	1	3	viable	3	available	"FBgn0032177
FBgn0053302"	"Cuticular protein 31A
Cpr31A
CG4791-PB
CG4791"
45312	5368	GD	CG33302	1	0	1	3	viable	1	available	"FBgn0053302
FBgn0032177"	"Cpr31A
CG4791
Cuticular protein 31A
CG4791-PB"
45315	5438	GD	CG1865	1	1	1	3	viable	3	available	"FBgn0063808
FBgn0024293
FBgn0033146"	"Serine protease inhibitor 2
Spn43Ab
Ser2
anon-WO0118057.2
SER2
Serine protease inhibitor 43Ab
spn43Ab"
45317	5447	GD	CG9077	1	0	1	2	lethal	3	available	FBgn0033600	"Cuticular protein 47Ec
Cpr47Ec
DmelCpr47Ec
Cpr47eg"
45318	5447	GD	CG9077	1	0	1	2	lethal	3	available	FBgn0033600	"Cuticular protein 47Ec
DmelCpr47Ec
Cpr47Ec
Cpr47eg"
45323	5700	GD	CG14877	1	1	0.99	2	sterile	2	available	FBgn0038380	
45324	5700	GD	CG14877	1	1	0.99	2	viable	2	available	FBgn0038380	
45335	5873	GD	CG12523	1	2	0.99	3	viable	2	available	"FBgn0036102
FBgn0062974"	BcDNA:RE74758
45336	5873	GD	CG12523	1	2	0.99	3	viable	1	available	"FBgn0062974
FBgn0036102"	BcDNA:RE74758
45337	5943	GD	CG9863	1	0	1	2	viable	3	available	"FBgn0034846
FBgn0063707"	BcDNA:AT26616
45338	5943	GD	CG9863	1	0	1	2	viable	3	available	"FBgn0034846
FBgn0063707"	BcDNA:AT26616
45339	6136	GD	CG4982	1	0	1	2	viable	2	available	FBgn0036598	
45340	6136	GD	CG4982	1	0	1	2	viable	2	temporary unavailable	FBgn0036598	
45341	6186	GD	CG17283	1	0	1	2	viable	3	available	FBgn0038505	
45345	6407	GD	CG10992	1	0	1	2	viable	3	available	"FBgn0026294
FBgn0030521"	"CG-10992
cathepsin B
anon-EST:ParkEST132"
45349	6408	GD	CG34346	1	61	0.64	5	viable	3	temporary unavailable	"FBgn0052606
FBgn0030535
FBgn0263115
FBgn0085375
FBgn0030534
FBgn0030533
FBgn0052611"	"maternal gene required for meiosis
CG11072
mamo
CG11082
CG32606
CG32611
CG11075"
45350	6422	GD	CG13403	1	0	1	2	viable	2	temporary unavailable	FBgn0030544	
45351	6422	GD	CG13403	1	0	1	2	viable	2	available	FBgn0030544	
45355	6488	GD	CG1502	1	5	0.97	3	lethal	3	available	"FBgn0001519
FBgn0003865"	"l(1)11Ab
Tsg
l(1)11Ac
l(1)RF32
dTsg
l(1)tsg
twisted gastrulation
Twisted gastrulation
RF32
lethal(1)11Ac
tsg"
45360	6833	GD	CGnone	0	1	1	2	viable	2	available		
45362	6992	GD	CG10493	1	0	1	2	viable	3	available	FBgn0032749	"PP2C
dPHLPP
PH domain leucine-rich repeat protein phosphatase
Phlpp
CT29458"
45363	6992	GD	CG10493	1	0	1	2	viable	3	available	FBgn0032749	"dPHLPP
CT29458
PP2C
Phlpp
PH domain leucine-rich repeat protein phosphatase"
45364	6992	GD	CG10493	1	0	1	2	viable	2	available	FBgn0032749	"PP2C
dPHLPP
Phlpp
PH domain leucine-rich repeat protein phosphatase
CT29458"
45365	6992	GD	CG10493	1	0	1	2	viable	2	available	FBgn0032749	"PH domain leucine-rich repeat protein phosphatase
PP2C
Phlpp
CT29458
dPHLPP"
45366	7007	GD	CG10535	1	0	1	3	viable	2	available	FBgn0037926	"D-elp1
Elp1
elp1
Elongator complex protein 1"
45368	7007	GD	CG10535	1	0	1	3	lethal	2	available	FBgn0037926	"Elongator complex protein 1
elp1
Elp1
D-elp1"
45369	7007	GD	CG10535	1	0	1	3	viable	3	available	FBgn0037926	"Elp1
D-elp1
Elongator complex protein 1
elp1"
45370	7022	GD	CG10572	1	0	1	2	viable	2	available	FBgn0015618	"Cdk8
p58
DmCdk8
CDK8
dTRAP56
cdk8
Cyclin-dependent kinase 8"
45371	7022	GD	CG10572	1	0	1	2	viable	1	available	FBgn0015618	"dTRAP56
DmCdk8
Cyclin-dependent kinase 8
p58
Cdk8
CDK8
cdk8"
45372	7048	GD	CG10642	1	1	1	2	viable	1	available	FBgn0004380	"KIF3A
Klp4
KLP4
Kif3A
DmKlp64D
Kinesin-2
Klp64D
klp64D
KLP64D
Kinesin-like protein at 64D
KLP64Ddm"
45373	7048	GD	CG10642	1	1	1	2	viable	2	available	FBgn0004380	"DmKlp64D
KLP64Ddm
KLP64D
Kinesin-like protein at 64D
KIF3A
Kinesin-2
Klp4
klp64D
Klp64D
KLP4
Kif3A"
45377	7112	GD	CG1088	1	1	0.99	3	lethal	3	available	"FBgn0015324
FBgn0024707"	"E subunit
VhaE
V-ATPase
Vacuolar H[+]-ATPase 26kD E subunit
vha26
Vha26
BcDNA.GH03683
vacuolar ATP synthase subunit E
anon-83Bb
BcDNA:GH03683"
45380	7150	GD	CG10969	1	0	1	3	viable	2	available	FBgn0036310	
45381	7150	GD	CG10969	1	0	1	3	viable	2	available	FBgn0036310	
45384	7213	GD	CG11141	1	0	1	2	viable	1	available	FBgn0033177	
45385	7213	GD	CG11141	1	0	1	2	viable	3	available	FBgn0033177	
45386	7242	GD	CG42707	1	0	1	3	viable	3	available	"FBgn0261624
FBgn0001560"	CG11233
45390	7276	GD	CG34347	1	1	1	4	lethal	2	available	"FBgn0085376
FBgn0039841
FBgn0039842"	"EST:LP08211
CG11339
CG15566
LP8211"
45392	7276	GD	CG34347	1	1	1	4	lethal	3	available	"FBgn0085376
FBgn0039841
FBgn0039842"	"EST:LP08211
LP8211
CG15566
CG11339"
45394	7291	GD	CG32812	1	0	1	3	lethal	3	available	"FBgn0025642
FBgn0052812"	"CG11408
EG:114D9.1"
45395	7291	GD	CG32812	1	0	1	3	lethal	2	available	"FBgn0025642
FBgn0052812"	"EG:114D9.1
CG11408"
45396	7291	GD	CG32812	1	0	1	3	viable	3	available	"FBgn0052812
FBgn0025642"	"CG11408
EG:114D9.1"
45397	7291	GD	CG32812	1	0	1	3	viable	3	available	"FBgn0025642
FBgn0052812"	"EG:114D9.1
CG11408"
45400	7377	GD	CG11759	1	0	1	4	viable	2	available	"FBgn0030287
FBgn0028421"	"DmKap
KAP3
Kinesin II accessory protein
dKAP3
DmKAP
Kinesin-2
Kap
Kinesin associated protein 3
kap3
Kinesin-associated protein 3
Kap3"
45401	7411	GD	CG43143	1	0	1	3	viable	2	available	"FBgn0037804
FBgn0262617
FBgn0037806
FBgn0037805"	"CG11871
CG11872
CG11870
EMK/KIAA0537
Omphk1"
45402	7559	GD	CG12298	1	0	1	2	lethal	3	available	"FBgn0003545
FBgn0013911
FBgn0034273"	"SUB
KIF20A
subito
Dub
double-or-nothing
Subito
Double or nothing
sub
mei-1794"
45403	7778	GD	CG34143	1	0	1	3	viable	3	available	"FBgn0083979
FBgn0030284
FBgn0030285"	"CG12624
CG12623
IR10a
ionotropic receptor 10a
Ir10a
Ionotropic receptor 10a"
45404	8018	GD	CG13423	1	0	1	2	viable	2	available	FBgn0034513	
45407	8087	GD	CG34110	1	0	1	3	viable	2	available	"FBgn0039285
FBgn0083946
FBgn0039287"	"CG13661
CG13662"
45408	8087	GD	CG34110	1	0	1	3	viable	2	available	"FBgn0039285
FBgn0039287
FBgn0083946"	"CG13662
CG13661"
45409	8125	GD	CG13813	1	0	1	2	viable	2	available	FBgn0036956	
45410	8125	GD	CG13813	1	0	1	2	viable	2	available	FBgn0036956	
45411	8130	GD	CG13836	1	1	1	2	viable	3	available	FBgn0039060	
45413	8194	GD	CG14011	1	0	1	3	sterile	3	available	FBgn0031722	
45414	8194	GD	CG14011	1	0	1	3	viable	2	available	FBgn0031722	
45415	8219	GD	CG14080	1	0	1	3	viable	3	available	"FBgn0036845
FBgn0036844"	"DMKP-3
Drosophila MKP-3
Mitogen-activated protein kinase phosphatase 3
CG14081
Dmkp3
MAP Kinase Phosphatase 3
Map kinase phosphatase 3
MKP-3-like
MKP3
mkp3
Mkp3
MKP-like
MAPK phosphatase-3
MAPK phosphatase 3"
45416	8291	GD	CG14314	1	0	1	3	viable	2	available	FBgn0038581	
45419	8300	GD	CG14352	1	0	1	2	viable	3	available	FBgn0031351	
45420	8300	GD	CG14352	1	0	1	2	viable	3	available	FBgn0031351	
45421	8405	GD	CG14684	1	0	1	3	sterile	2	available	FBgn0037824	
45422	8612	GD	CG17819	1	0	1	2	viable	3	available	"FBgn0038915
FBgn0063100"	BcDNA:LP07781
45423	8612	GD	CG17819	1	0	1	2	sterile	3	available	"FBgn0038915
FBgn0063100"	BcDNA:LP07781
45424	8612	GD	CG17819	1	0	1	2	viable	3	temporary unavailable	"FBgn0063100
FBgn0038915"	BcDNA:LP07781
45426	8662	GD	CG7726	1	2	0.99	2	viable	3	available	"FBgn0013325
FBgn0062462
FBgn0021801"	"DL11
L11
l(2)k16914
M(2)56CD
ribosomal protein DL11
Ribosomal protein L11
RpL11
EST A
BcDNA:LD17235
RPL11"
45427	8662	GD	CG7726	1	2	0.99	2	viable	1	available	"FBgn0062462
FBgn0013325
FBgn0021801"	"L11
DL11
Ribosomal protein L11
ribosomal protein DL11
BcDNA:LD17235
RpL11
M(2)56CD
RPL11
l(2)k16914
EST A"
45428	8662	GD	CG7726	1	2	0.99	2	viable	1	available	"FBgn0062462
FBgn0013325
FBgn0021801"	"Ribosomal protein L11
RpL11
l(2)k16914
RPL11
ribosomal protein DL11
L11
BcDNA:LD17235
M(2)56CD
EST A
DL11"
